qd,s_data
64.001,1.0101889578106662
64.10100000000001,1.0081673446216508
64.20100000000001,1.0060819872843962
64.301,1.0039548780095258
64.40100000000001,1.0018080306807235
64.501,0.9996632466077439
64.60100000000001,0.9975418951628285
64.70100000000001,0.99546471112476
64.801,0.9934516099481709
64.90100000000001,0.9915215216158858
65.001,0.9896922432347152
65.10100000000001,0.9879803101113632
65.20100000000001,0.9864008847013198
65.301,0.984967662562066
65.40100000000001,0.9836927942614143
65.501,0.9825868220881732
65.60100000000001,0.9816586303792314
65.70100000000001,0.9809154083067011
65.801,0.9803626240519009
65.90100000000001,0.980004009420203
66.001,0.9798415541122183
66.10100000000001,0.9798755090527271
66.20100000000001,0.9801043983794844
66.301,0.9805250399002512
66.40100000000001,0.9811325740290854
66.501,0.9819205014033976
66.60100000000001,0.9828807295532819
66.70100000000001,0.9840036291362201
66.801,0.9852781003560613
66.90100000000001,0.986691650248293
67.001,0.9882304815279862
67.10100000000001,0.989879593657256
67.20100000000001,0.9916228966917748
67.301,0.9934433383085558
67.40100000000001,0.9953230441995209
67.501,0.9972434717393258
67.60100000000001,0.999185576506119
67.70100000000001,1.0011299908578528
67.801,1.0030572133549915
67.90100000000001,1.004947807386376
68.001,1.0067826069148837
68.10100000000001,1.0085429268318113
68.20100000000001,1.0102107750137201
68.301,1.0117690628335867
68.40100000000001,1.013201810609847
68.501,1.0144943443010381
68.60100000000001,1.015633479686039
68.70100000000001,1.0166076903220185
68.801,1.0174072557506437
68.90100000000001,1.0180243867282588
69.001,1.0184533246817182
69.10100000000001,1.01869041312581
69.20100000000001,1.01873413940234
69.301,1.0185851457912984
69.40100000000001,1.018246209773698
69.501,1.017722193963889
69.60100000000001,1.0170199669462678
69.70100000000001,1.0161482969183762
69.801,1.015117720633583
69.90100000000001,1.013940390630417
70.001,1.012629904116352
70.10100000000001,1.011201117131774
70.20100000000001,1.0096699477518694
70.301,1.008053172093262
70.40100000000001,1.0063682167871155
70.501,1.0046329513743668
70.60100000000001,1.002865483788684
70.70100000000001,1.0010839617377367
70.801,0.9993063823936108
70.90100000000001,0.9975504123786895
71.001,0.9958332196029793
71.10100000000001,0.9941713180895645
71.20100000000001,0.9925804265311255
71.301,0.9910753409637402
71.40100000000001,0.9896698216331722
71.501,0.9883764938690872
71.60100000000001,0.9872067625770656
71.70100000000001,0.9861707398073096
71.801,0.9852771847608631
71.90100000000001,0.9845334555456131
72.001,0.9839454719905139
72.10100000000001,0.9835176888616415
72.20100000000001,0.9832530788913852
72.301,0.9831531251254014
72.40100000000001,0.983217822203831
72.501,0.9834456863164855
72.60100000000001,0.9838337736991614
72.70100000000001,0.9843777076630003
72.801,0.9850717142641291
72.90100000000001,0.9859086668203334
73.001,0.9868801395592118
73.10100000000001,0.9879764707326631
73.20100000000001,0.9891868355507603
73.301,0.9904993292699932
73.40100000000001,0.9919010607133799
73.501,0.993378256401009
73.60100000000001,0.9949163753286294
73.70100000000001,0.9965002342498335
73.801,0.9981141430969468
73.90100000000001,0.9997420499215492
74.001,1.0013676944542353
74.10100000000001,1.002974769083367
74.20100000000001,1.0045470857446228
74.301,1.0060687469091274
74.40100000000001,1.0075243185710705
74.501,1.0088990028798839
74.60100000000001,1.0101788078510932
74.70100000000001,1.011350711437064
74.801,1.0124028171556227
74.90100000000001,1.0133244984702512
