wvls,l_scat_mie,mu_scat_mie
0.4,0.46901495623882605,2.132128169257767
0.4004004004004004,0.47021449477467125,2.126689013445245
0.4008008008008008,0.47141474520950566,2.1212743346744087
0.40120120120120123,0.4726160611423869,2.115882387879167
0.40160160160160163,0.47381818263811626,2.1105141943523953
0.40200200200200203,0.475021320031249,2.105168668922514
0.40240240240240244,0.4762254590958688,2.099845736720032
0.40280280280280284,0.4774305553711341,2.0945454553545337
0.40320320320320324,0.478636632515507,2.089267582266808
0.40360360360360364,0.4798437815722905,2.08401158544418
0.40400400400400405,0.48105195566601494,2.0787775378971345
0.40440440440440445,0.48226127239678973,2.0735648023945634
0.40480480480480485,0.4834716026967044,2.068373808145519
0.40520520520520525,0.4846831850755649,2.063203409551116
0.4056056056056056,0.4858957981671835,2.058054430130979
0.406006006006006,0.487109689608217,2.0529256989412414
0.4064064064064064,0.48832474392693026,2.047817589496619
0.4068068068068068,0.48954099929980466,2.0427298253472332
0.4072072072072072,0.4907585431036732,2.037661929786822
0.4076076076076076,0.49197729748023505,2.03261411679301
0.408008008008008,0.49319744134515653,2.0275855391150857
0.4084084084084084,0.49441887652878436,2.022576498334366
0.4088088088088088,0.49564175890956075,2.017586254636928
0.4092092092092092,0.4968659596696405,2.0126152346296506
0.4096096096096096,0.49809160142041703,2.0076628418312645
0.41001001001001003,0.4993186234662893,2.0027292253951217
0.41041041041041043,0.5005471056740566,1.9978139692833912
0.41081081081081083,0.5017771582657065,1.9929165437827068
0.41121121121121124,0.5030086991224862,1.9880371885109143
0.41161161161161164,0.5042417812452717,1.9831756058183188
0.41201201201201204,0.5054764809088323,1.9783314115862096
0.41241241241241244,0.5067127845035686,1.9735045781008065
0.41281281281281285,0.5079506963346938,1.9686950076372962
0.41321321321321325,0.5091902374291806,1.9639025387620133
0.41361361361361365,0.510431556965356,1.9591265202042982
0.41401401401401405,0.5116745901294856,1.9543671295987899
0.41441441441441446,0.5129192806728772,1.9496245075602192
0.41481481481481486,0.5141658095474141,1.9448978936974308
0.41521521521521526,0.515414250263763,1.9401869457203609
0.41561561561561566,0.5166644483002715,1.9354921812209283
0.416016016016016,0.5179164809329257,1.9308132427041027
0.41641641641641647,0.5191704252807172,1.9261497791583497
0.4168168168168168,0.5204263563025736,1.9215014533556873
0.4172172172172172,0.5216842261593789,1.916868384850286
0.4176176176176176,0.5229440968360497,1.9122502884156545
0.418018018018018,0.524206021174547,1.9076469166824508
0.4184184184184184,0.5254699202997883,1.9030585031955498
0.4188188188188188,0.5267359401985076,1.8984844657137625
0.41921921921921923,0.5280040908319968,1.8939247202124148
0.41961961961961963,0.5292743635017653,1.8893792500808793
0.42002002002002004,0.5305468491209092,1.884847684341076
0.42042042042042044,0.5318214938811888,1.880330170001373
0.42082082082082084,0.5330983397123217,1.875826513621548
0.42122122122122124,0.5343775241893074,1.8713361897416596
0.42162162162162165,0.535659032278063,1.8668592140548383
0.42202202202202205,0.5369428153681267,1.8623957177160522
0.42242242242242245,0.5382289135520608,1.8579455224738197
0.42282282282282285,0.5395174554695481,1.853508148554135
0.42322322322322325,0.5408084053694593,1.8490836867020195
0.42362362362362366,0.5421018109565365,1.8446719413010333
0.42402402402402406,0.5433975487818872,1.8402732994318074
0.42442442442442446,0.5446959569998661,1.8358865843394647
0.42482482482482486,0.5459968163804417,1.8315125106942312
0.42522522522522527,0.5473003676417852,1.8271502434920932
0.42562562562562567,0.548606412586949,1.8228004213157267
0.4260260260260261,0.5499150831476598,1.818462578396829
0.4264264264264265,0.5512264538977762,1.8141364459722533
0.4268268268268268,0.5525404081628859,1.8098223862483656
0.4272272272272273,0.5538571582243494,1.8055196816557757
0.4276276276276276,0.5551765886273754,1.801228690987152
0.42802802802802803,0.5564989121798982,1.7969487057626667
0.42842842842842843,0.5578240064638174,1.7926801077265289
0.42882882882882883,0.5591518077288121,1.7884230832800931
0.42922922922922924,0.5604825780605814,1.784176777555273
0.42962962962962964,0.5618162352170812,1.7799414422646724
0.43003003003003004,0.563152750322565,1.7757171556513147
0.43043043043043044,0.5644922824797466,1.77150340409814
0.43083083083083085,0.5658347707963336,1.7673003703760364
0.43123123123123125,0.5671802019932177,1.763108085376996
0.43163163163163165,0.5685287474147389,1.758926007782866
0.43203203203203205,0.5698802109283695,1.7547547376157162
0.43243243243243246,0.5712348532809443,1.7505934630150812
0.43283283283283286,0.5725927012897287,1.746442100549943
0.43323323323323326,0.5739535408541445,1.7423012993557334
0.43363363363363366,0.5753176142235189,1.7381703171901948
0.43403403403403407,0.5766849201320497,1.7340491576769845
0.43443443443443447,0.578055348323802,1.7299381502129836
0.43483483483483487,0.5794291036680933,1.7258366790164146
0.4352352352352353,0.5808059939371601,1.7217453167471861
0.4356356356356357,0.5821864268617474,1.7176628548186188
0.4360360360360361,0.5835699754622997,1.7135905581979394
0.4364364364364365,0.58495695459167,1.7095274996739742
0.4368368368368369,0.5863472688709807,1.7054739624276123
0.4372372372372373,0.587741133448465,1.7014293250715335
0.43763763763763763,0.589138343967739,1.697394186338616
0.4380380380380381,0.5905390032580352,1.6933682525336118
0.43843843843843844,0.5919430810199362,1.6893516151535535
0.43883883883883884,0.5933507073056541,1.6853439082273947
0.43923923923923924,0.5947618738082838,1.6813451635643024
0.43963963963963965,0.5961765802757412,1.677355389467805
0.44004004004004005,0.5975948315169789,1.6733745796655002
0.44044044044044045,0.5990167870187081,1.669402296681827
0.44084084084084085,0.6004423069076691,1.6654389414198483
0.44124124124124126,0.6018714006207763,1.6614844948083425
0.44164164164164166,0.6033042283227068,1.657538523772953
0.44204204204204206,0.6047407944063312,1.6536010291511611
