theta_a,p_theta,prob
1.3095215870674888,0.01231546796590308,3.8767758647804554e-05
1.3126694754979396,0.010230870095951696,3.2205670441026725e-05
1.3158173639283903,0.00843288597859962,2.6545811269854755e-05
1.3189652523588409,0.00689391681244552,2.1701303098094005e-05
1.3221131407892917,0.005587207770711242,1.7587924630210203e-05
1.3252610292197424,0.004487073578905648,1.4124821405371493e-05
1.328408917650193,0.003569098968847885,1.1235136804992426e-05
1.3315568060806438,0.0028103100947433225,8.846551651966295e-06
1.3347046945110943,0.0021893137215587785,6.89172236058784e-06
1.337852582941545,0.0016864018676986444,5.3086103403585746e-06
1.3410004713719959,0.0012836205766035573,4.040698481527279e-06
1.3441483598024464,0.0009648025695900331,3.0370939426908997e-06
1.3472962482328972,0.0007155646507562506,2.2525199817191576e-06
1.350444136663348,0.0005232718430654996,1.6472030600314744e-06
1.3535920250937985,0.00037697127762519565,1.1866647332110904e-06
1.3567399135242493,0.00026729977977534936,8.41430742025577e-07
1.3598878019547,0.00018636984317512703,5.866720712072184e-07
1.3630356903851506,0.00012763921145945363,4.017944066401812e-07
1.3661835788156014,8.576956287300152e-05,2.6999328990129813e-07
1.3693314672460521,5.647979879925381e-05,1.7779228644727123e-07
1.3724793556765027,3.63991728575427e-05,1.1458065192713594e-07
1.3756272441069535,2.292498344143476e-05,7.21653637135897e-08
1.378775132537404,1.408882847821152e-05,4.4350105378522494e-08
1.3819230209678548,8.434542503527245e-06,2.6551025830825235e-08
1.3850709093983056,4.909970394999851e-06,1.545605475717396e-08
1.3882187978287561,2.7737523911568737e-06,8.731471962483014e-09
1.391366686259207,1.517372763327797e-06,4.776525035858084e-09
1.3945145746896577,8.019221263903946e-07,2.524363957286079e-09
1.3976624631201082,4.0838787876963965e-07,1.2855607892987842e-09
1.400810351550559,1.9984575937163094e-07,6.290927951383365e-10
1.4039582399810098,9.368336680712156e-08,2.949050871430617e-10
1.4071061284114603,4.192848659543936e-08,1.3198633241546555e-10
1.410254016841911,1.784936891123876e-08,5.6187879168080644e-11
1.4134019052723619,7.198264519544943e-09,2.2659356700808074e-11
1.4165497937028124,2.73756495704643e-09,8.617557841187653e-12
1.4196976821332632,9.76935948869348e-10,3.0752885058845248e-12
1.4228455705637137,3.253360807495904e-10,1.0241227286565321e-12
1.4259934589941645,1.0048414327218077e-10,3.1631319452030757e-13
1.4291413474246153,2.8588814869975728e-11,8.999449131567878e-14
1.4322892358550658,7.435671367679667e-12,2.3406687733238564e-14
1.4354371242855166,1.7529572725231766e-12,5.5181195427768676e-15
1.4385850127159674,3.7102599781883367e-13,1.1679496366134756e-15
1.441732901146418,6.975265597155811e-14,2.195738025737632e-16
1.4448807895768687,1.1507759986138358e-14,3.6225181451053396e-17
1.4480286780073195,1.643467756694495e-15,5.1734584112743385e-18
1.45117656643777,2.0005325328707731e-16,6.297459635000411e-19
1.4543244548682208,2.039361798442701e-17,6.419689955466648e-20
1.4574723432986716,1.706387456644762e-18,5.3715228087148266e-21
1.4606202317291221,1.1452454338869387e-19,3.605108526639194e-22
1.463768120159573,6.0043367842456175e-21,1.8901001564555642e-23
1.4669160085900235,2.3851413249721267e-22,7.508166436178432e-25
1.4700638970204742,6.929060738833105e-24,2.1811932370152706e-26
1.473211785450925,1.4127033170548295e-25,4.447036961012347e-28
1.4763596738813756,1.926248268429756e-27,6.063620820011632e-30
1.4795075623118263,1.6597792361648902e-29,5.224805181128936e-32
1.4826554507422771,8.452374840728215e-32,2.6607160096014954e-34
1.4858033391727277,2.3491925091205755e-34,7.395003459305299e-37
1.4889512276031784,3.2397107250738713e-37,1.0198258306228958e-39
1.4920991160336292,1.976659914866785e-40,6.2223112203699494e-43
1.4952470044640798,4.642846656010567e-44,1.4615178172467067e-46
1.4983948928945305,3.541802089930065e-48,1.1149209188059455e-50
1.5015427813249813,7.116065152562323e-53,2.240060200070189e-55
1.5046906697554319,2.9015091343286557e-58,9.133636346217823e-61
1.5078385581858826,1.7304151788299492e-64,5.447159474500554e-67
1.5109864466163332,9.958010393057573e-72,3.1346737663498664e-74
1.514134335046784,3.239422049421549e-80,1.0197349586556452e-82
1.5172822234772347,2.968298932849372e-90,9.343883394592712e-93
1.5204301119076853,3.049953839568281e-102,9.600924192786654e-105
1.523578000338136,1.0188283702810058e-116,3.2071613090094834e-119
1.5267258887685868,2.0296376957993251e-134,6.389079534052812e-137
1.5298737771990374,2.247981020794346e-156,7.076400661370236e-159
1.5330216656294882,4.6129436988279747e-184,1.452104690355224e-186
1.536169554059939,1.1631644171282093e-219,3.6615155441747796e-222
1.5393174424903895,1.72461374064912e-266,5.428897175753383e-269
1.5424653309208403,0.0,0.0
1.545613219351291,0.0,0.0
1.5487611077817416,0.0,0.0
1.5519089962121924,0.0,0.0
1.555056884642643,0.0,0.0
1.5582047730730937,0.0,0.0
1.5613526615035445,0.0,0.0
1.564500549933995,0.0,0.0
1.5676484383644458,0.0,0.0
1.5707963267948966,0.0,0.0
